Well_ID,tile,Condition,value,Site,Metric
E7,2,60 nM Binimetinib,0.40437999999999996,2,cyt_nuc_ratio_sensor
E7,3,60 nM Binimetinib,0.41064,2,cyt_nuc_ratio_sensor
E7,4,60 nM Binimetinib,0.45732,2,cyt_nuc_ratio_sensor
E7,5,60 nM Binimetinib,0.41618,2,cyt_nuc_ratio_sensor
E7,6,60 nM Binimetinib,0.39716,2,cyt_nuc_ratio_sensor
E7,7,60 nM Binimetinib,0.43847,2,cyt_nuc_ratio_sensor
E7,8,60 nM Binimetinib,0.46677,2,cyt_nuc_ratio_sensor
E7,9,60 nM Binimetinib,0.46509500000000004,2,cyt_nuc_ratio_sensor
E8,0,60 nM Binimetinib,0.417775,2,cyt_nuc_ratio_sensor
E8,1,60 nM Binimetinib,0.42474,2,cyt_nuc_ratio_sensor
E8,2,60 nM Binimetinib,0.43242,2,cyt_nuc_ratio_sensor
E8,3,60 nM Binimetinib,0.42657500000000004,2,cyt_nuc_ratio_sensor
E8,4,60 nM Binimetinib,0.42209,2,cyt_nuc_ratio_sensor
E8,5,60 nM Binimetinib,0.40890000000000004,2,cyt_nuc_ratio_sensor
E8,6,60 nM Binimetinib,0.46053999999999995,2,cyt_nuc_ratio_sensor
E8,7,60 nM Binimetinib,0.42907,2,cyt_nuc_ratio_sensor
E8,8,60 nM Binimetinib,0.506095,2,cyt_nuc_ratio_sensor
E8,9,60 nM Binimetinib,0.400065,2,cyt_nuc_ratio_sensor
F5,0,20 nM Binimetinib,0.39766,2,cyt_nuc_ratio_sensor
F5,1,20 nM Binimetinib,0.4571,2,cyt_nuc_ratio_sensor
F5,2,20 nM Binimetinib,0.441925,2,cyt_nuc_ratio_sensor
F5,3,20 nM Binimetinib,0.4594,2,cyt_nuc_ratio_sensor
F5,4,20 nM Binimetinib,0.44723,2,cyt_nuc_ratio_sensor
F5,5,20 nM Binimetinib,0.41855,2,cyt_nuc_ratio_sensor
F5,6,20 nM Binimetinib,0.48801,2,cyt_nuc_ratio_sensor
F5,7,20 nM Binimetinib,0.3221,2,cyt_nuc_ratio_sensor
F5,8,20 nM Binimetinib,0.37462,2,cyt_nuc_ratio_sensor
F5,9,20 nM Binimetinib,0.41951,2,cyt_nuc_ratio_sensor
F6,0,20 nM Binimetinib,0.46951,2,cyt_nuc_ratio_sensor
F6,1,20 nM Binimetinib,0.43497,2,cyt_nuc_ratio_sensor
F6,2,20 nM Binimetinib,0.45177,2,cyt_nuc_ratio_sensor
F6,3,20 nM Binimetinib,0.43779,2,cyt_nuc_ratio_sensor
F6,4,20 nM Binimetinib,0.4751,2,cyt_nuc_ratio_sensor
F6,5,20 nM Binimetinib,0.47667,2,cyt_nuc_ratio_sensor
F6,6,20 nM Binimetinib,0.44271,2,cyt_nuc_ratio_sensor
F6,7,20 nM Binimetinib,0.45037,2,cyt_nuc_ratio_sensor
F6,8,20 nM Binimetinib,0.436475,2,cyt_nuc_ratio_sensor
F6,9,20 nM Binimetinib,0.47531500000000004,2,cyt_nuc_ratio_sensor
F7,0,20 nM Binimetinib,0.47199,2,cyt_nuc_ratio_sensor
F7,1,20 nM Binimetinib,0.48124,2,cyt_nuc_ratio_sensor
F7,2,20 nM Binimetinib,0.52488,2,cyt_nuc_ratio_sensor
F7,3,20 nM Binimetinib,0.44671,2,cyt_nuc_ratio_sensor
F7,4,20 nM Binimetinib,0.45789,2,cyt_nuc_ratio_sensor
F7,5,20 nM Binimetinib,0.49053,2,cyt_nuc_ratio_sensor
F7,6,20 nM Binimetinib,0.46716,2,cyt_nuc_ratio_sensor
F7,7,20 nM Binimetinib,0.44191,2,cyt_nuc_ratio_sensor
F7,8,20 nM Binimetinib,0.42244499999999996,2,cyt_nuc_ratio_sensor
F7,9,20 nM Binimetinib,0.47909999999999997,2,cyt_nuc_ratio_sensor
F8,0,20 nM Binimetinib,0.4689,2,cyt_nuc_ratio_sensor
F8,1,20 nM Binimetinib,0.47225,2,cyt_nuc_ratio_sensor
F8,2,20 nM Binimetinib,0.44197,2,cyt_nuc_ratio_sensor
F8,3,20 nM Binimetinib,0.40908,2,cyt_nuc_ratio_sensor
F8,4,20 nM Binimetinib,0.461615,2,cyt_nuc_ratio_sensor
F8,5,20 nM Binimetinib,0.45811,2,cyt_nuc_ratio_sensor
F8,6,20 nM Binimetinib,0.489825,2,cyt_nuc_ratio_sensor
F8,7,20 nM Binimetinib,0.4354,2,cyt_nuc_ratio_sensor
F8,8,20 nM Binimetinib,0.46624,2,cyt_nuc_ratio_sensor
F8,9,20 nM Binimetinib,0.43702,2,cyt_nuc_ratio_sensor
G5,0,100 nM TPA,0.52927,2,cyt_nuc_ratio_sensor
G5,1,100 nM TPA,0.5254449999999999,2,cyt_nuc_ratio_sensor
G5,2,100 nM TPA,0.53537,2,cyt_nuc_ratio_sensor
G5,3,100 nM TPA,0.50941,2,cyt_nuc_ratio_sensor
G5,4,100 nM TPA,0.54027,2,cyt_nuc_ratio_sensor
G5,5,100 nM TPA,0.50916,2,cyt_nuc_ratio_sensor
G5,6,100 nM TPA,0.535465,2,cyt_nuc_ratio_sensor
G5,7,100 nM TPA,0.55064,2,cyt_nuc_ratio_sensor
G5,8,100 nM TPA,0.539895,2,cyt_nuc_ratio_sensor
G5,9,100 nM TPA,0.49572,2,cyt_nuc_ratio_sensor
G6,0,100 nM TPA,0.56098,2,cyt_nuc_ratio_sensor
G6,1,100 nM TPA,0.569115,2,cyt_nuc_ratio_sensor
G6,2,100 nM TPA,0.5386,2,cyt_nuc_ratio_sensor
G6,3,100 nM TPA,0.57461,2,cyt_nuc_ratio_sensor
G6,4,100 nM TPA,0.54994,2,cyt_nuc_ratio_sensor
G6,5,100 nM TPA,0.55567,2,cyt_nuc_ratio_sensor
G6,6,100 nM TPA,0.5504100000000001,2,cyt_nuc_ratio_sensor
G6,7,100 nM TPA,0.5493250000000001,2,cyt_nuc_ratio_sensor
G6,8,100 nM TPA,0.547,2,cyt_nuc_ratio_sensor
G6,9,100 nM TPA,0.53648,2,cyt_nuc_ratio_sensor
G7,0,100 nM TPA,0.565455,2,cyt_nuc_ratio_sensor
G7,1,100 nM TPA,0.53233,2,cyt_nuc_ratio_sensor
G7,2,100 nM TPA,0.52779,2,cyt_nuc_ratio_sensor
G7,3,100 nM TPA,0.55162,2,cyt_nuc_ratio_sensor
G7,4,100 nM TPA,0.511585,2,cyt_nuc_ratio_sensor
G7,5,100 nM TPA,0.52996,2,cyt_nuc_ratio_sensor
G7,6,100 nM TPA,0.52384,2,cyt_nuc_ratio_sensor
G7,7,100 nM TPA,0.55483,2,cyt_nuc_ratio_sensor
G7,8,100 nM TPA,0.5114799999999999,2,cyt_nuc_ratio_sensor
G7,9,100 nM TPA,0.575875,2,cyt_nuc_ratio_sensor
G8,0,100 nM TPA,0.5654,2,cyt_nuc_ratio_sensor
G8,1,100 nM TPA,0.439995,2,cyt_nuc_ratio_sensor
G8,2,100 nM TPA,0.465875,2,cyt_nuc_ratio_sensor
G8,3,100 nM TPA,0.57416,2,cyt_nuc_ratio_sensor
G8,4,100 nM TPA,0.53135,2,cyt_nuc_ratio_sensor
G8,5,100 nM TPA,0.53909,2,cyt_nuc_ratio_sensor
G8,6,100 nM TPA,0.58374,2,cyt_nuc_ratio_sensor
G8,7,100 nM TPA,0.5590299999999999,2,cyt_nuc_ratio_sensor
G8,8,100 nM TPA,0.5439449999999999,2,cyt_nuc_ratio_sensor
G8,9,100 nM TPA,0.53384,2,cyt_nuc_ratio_sensor
B5,0,DMSO,0.495705,3,cyt_nuc_ratio_sensor
B5,1,DMSO,0.5119750000000001,3,cyt_nuc_ratio_sensor
B5,2,DMSO,0.51213,3,cyt_nuc_ratio_sensor
B5,3,DMSO,0.47839,3,cyt_nuc_ratio_sensor
B5,4,DMSO,0.5176000000000001,3,cyt_nuc_ratio_sensor
B5,5,DMSO,0.471035,3,cyt_nuc_ratio_sensor
B5,6,DMSO,0.50077,3,cyt_nuc_ratio_sensor
B5,7,DMSO,0.515155,3,cyt_nuc_ratio_sensor
B5,8,DMSO,0.48287,3,cyt_nuc_ratio_sensor
B5,9,DMSO,0.46656,3,cyt_nuc_ratio_sensor
B6,0,DMSO,0.4598,3,cyt_nuc_ratio_sensor
B6,1,DMSO,0.453275,3,cyt_nuc_ratio_sensor
B6,2,DMSO,0.465035,3,cyt_nuc_ratio_sensor
B6,3,DMSO,0.442025,3,cyt_nuc_ratio_sensor
B6,4,DMSO,0.45955,3,cyt_nuc_ratio_sensor
B6,5,DMSO,0.513545,3,cyt_nuc_ratio_sensor
B6,6,DMSO,0.449265,3,cyt_nuc_ratio_sensor
B6,7,DMSO,0.50271,3,cyt_nuc_ratio_sensor
B6,8,DMSO,0.442155,3,cyt_nuc_ratio_sensor
B6,9,DMSO,0.439165,3,cyt_nuc_ratio_sensor
B7,0,DMSO,0.47626,3,cyt_nuc_ratio_sensor
B7,1,DMSO,0.519505,3,cyt_nuc_ratio_sensor
B7,2,DMSO,0.48355,3,cyt_nuc_ratio_sensor
B7,3,DMSO,0.487545,3,cyt_nuc_ratio_sensor
B7,4,DMSO,0.50374,3,cyt_nuc_ratio_sensor
B7,5,DMSO,0.47809,3,cyt_nuc_ratio_sensor
B7,6,DMSO,0.51281,3,cyt_nuc_ratio_sensor
B7,7,DMSO,0.45826,3,cyt_nuc_ratio_sensor
B7,8,DMSO,0.5305,3,cyt_nuc_ratio_sensor
B7,9,DMSO,0.45678,3,cyt_nuc_ratio_sensor
B8,0,DMSO,0.51424,3,cyt_nuc_ratio_sensor
B8,1,DMSO,0.494215,3,cyt_nuc_ratio_sensor
B8,2,DMSO,0.48575,3,cyt_nuc_ratio_sensor
B8,3,DMSO,0.45868,3,cyt_nuc_ratio_sensor
B8,4,DMSO,0.48256,3,cyt_nuc_ratio_sensor
B8,5,DMSO,0.47436,3,cyt_nuc_ratio_sensor
B8,6,DMSO,0.49507,3,cyt_nuc_ratio_sensor
B8,7,DMSO,0.48732,3,cyt_nuc_ratio_sensor
B8,8,DMSO,0.455315,3,cyt_nuc_ratio_sensor
B8,9,DMSO,0.47872000000000003,3,cyt_nuc_ratio_sensor
C5,0,100 nM TPA,0.5089,3,cyt_nuc_ratio_sensor
C5,1,100 nM TPA,0.52121,3,cyt_nuc_ratio_sensor
C5,2,100 nM TPA,0.53316,3,cyt_nuc_ratio_sensor
C5,3,100 nM TPA,0.5456300000000001,3,cyt_nuc_ratio_sensor
C5,4,100 nM TPA,0.5265299999999999,3,cyt_nuc_ratio_sensor
C5,5,100 nM TPA,0.53313,3,cyt_nuc_ratio_sensor
C5,6,100 nM TPA,0.52707,3,cyt_nuc_ratio_sensor
C5,7,100 nM TPA,0.5264599999999999,3,cyt_nuc_ratio_sensor
C5,8,100 nM TPA,0.47949,3,cyt_nuc_ratio_sensor
C5,9,100 nM TPA,0.5350250000000001,3,cyt_nuc_ratio_sensor
C6,0,100 nM TPA,0.5483,3,cyt_nuc_ratio_sensor
C6,1,100 nM TPA,0.51709,3,cyt_nuc_ratio_sensor
C6,2,100 nM TPA,0.53609,3,cyt_nuc_ratio_sensor
C6,3,100 nM TPA,0.5371349999999999,3,cyt_nuc_ratio_sensor
C6,4,100 nM TPA,0.555285,3,cyt_nuc_ratio_sensor
C6,5,100 nM TPA,0.52606,3,cyt_nuc_ratio_sensor
C6,6,100 nM TPA,0.550855,3,cyt_nuc_ratio_sensor
C6,7,100 nM TPA,0.52127,3,cyt_nuc_ratio_sensor
C6,8,100 nM TPA,0.55314,3,cyt_nuc_ratio_sensor
C6,9,100 nM TPA,0.53876,3,cyt_nuc_ratio_sensor
C7,0,100 nM TPA,0.51031,3,cyt_nuc_ratio_sensor
C7,1,100 nM TPA,0.53805,3,cyt_nuc_ratio_sensor
C7,2,100 nM TPA,0.52938,3,cyt_nuc_ratio_sensor
C7,3,100 nM TPA,0.5356650000000001,3,cyt_nuc_ratio_sensor
C7,4,100 nM TPA,0.53651,3,cyt_nuc_ratio_sensor
C7,5,100 nM TPA,0.53749,3,cyt_nuc_ratio_sensor
C7,6,100 nM TPA,0.49649999999999994,3,cyt_nuc_ratio_sensor
C7,7,100 nM TPA,0.512785,3,cyt_nuc_ratio_sensor
C7,8,100 nM TPA,0.54463,3,cyt_nuc_ratio_sensor
C7,9,100 nM TPA,0.468595,3,cyt_nuc_ratio_sensor
C8,0,100 nM TPA,0.538435,3,cyt_nuc_ratio_sensor
C8,1,100 nM TPA,0.54453,3,cyt_nuc_ratio_sensor
C8,2,100 nM TPA,0.5182899999999999,3,cyt_nuc_ratio_sensor
C8,3,100 nM TPA,0.51579,3,cyt_nuc_ratio_sensor
C8,4,100 nM TPA,0.53473,3,cyt_nuc_ratio_sensor
C8,5,100 nM TPA,0.563815,3,cyt_nuc_ratio_sensor
C8,6,100 nM TPA,0.52556,3,cyt_nuc_ratio_sensor
C8,7,100 nM TPA,0.54948,3,cyt_nuc_ratio_sensor
C8,8,100 nM TPA,0.55079,3,cyt_nuc_ratio_sensor
C8,9,100 nM TPA,0.542165,3,cyt_nuc_ratio_sensor
D5,0,20 nM Binimetinib,0.4131,3,cyt_nuc_ratio_sensor
D5,1,20 nM Binimetinib,0.48713,3,cyt_nuc_ratio_sensor
D5,2,20 nM Binimetinib,0.439665,3,cyt_nuc_ratio_sensor
D5,3,20 nM Binimetinib,0.43592,3,cyt_nuc_ratio_sensor
D5,4,20 nM Binimetinib,0.455445,3,cyt_nuc_ratio_sensor
D5,5,20 nM Binimetinib,0.425475,3,cyt_nuc_ratio_sensor
D5,6,20 nM Binimetinib,0.462565,3,cyt_nuc_ratio_sensor
D5,7,20 nM Binimetinib,0.438565,3,cyt_nuc_ratio_sensor
D5,8,20 nM Binimetinib,0.447485,3,cyt_nuc_ratio_sensor
D5,9,20 nM Binimetinib,0.45526500000000003,3,cyt_nuc_ratio_sensor
D6,0,20 nM Binimetinib,0.46152499999999996,3,cyt_nuc_ratio_sensor
D6,1,20 nM Binimetinib,0.45322,3,cyt_nuc_ratio_sensor
D6,2,20 nM Binimetinib,0.452615,3,cyt_nuc_ratio_sensor
D6,3,20 nM Binimetinib,0.45677,3,cyt_nuc_ratio_sensor
D6,4,20 nM Binimetinib,0.45425,3,cyt_nuc_ratio_sensor
D6,5,20 nM Binimetinib,0.4671,3,cyt_nuc_ratio_sensor
D6,6,20 nM Binimetinib,0.4435,3,cyt_nuc_ratio_sensor
D6,7,20 nM Binimetinib,0.43705,3,cyt_nuc_ratio_sensor
D6,8,20 nM Binimetinib,0.44771,3,cyt_nuc_ratio_sensor
D6,9,20 nM Binimetinib,0.45733,3,cyt_nuc_ratio_sensor
D7,0,20 nM Binimetinib,0.43440999999999996,3,cyt_nuc_ratio_sensor
D7,1,20 nM Binimetinib,0.428545,3,cyt_nuc_ratio_sensor
D7,2,20 nM Binimetinib,0.43503,3,cyt_nuc_ratio_sensor
D7,3,20 nM Binimetinib,0.46962000000000004,3,cyt_nuc_ratio_sensor
D7,4,20 nM Binimetinib,0.460685,3,cyt_nuc_ratio_sensor
D7,5,20 nM Binimetinib,0.42349,3,cyt_nuc_ratio_sensor
D7,6,20 nM Binimetinib,0.46230000000000004,3,cyt_nuc_ratio_sensor
D7,7,20 nM Binimetinib,0.45291,3,cyt_nuc_ratio_sensor
D7,8,20 nM Binimetinib,0.42685,3,cyt_nuc_ratio_sensor
D7,9,20 nM Binimetinib,0.47168,3,cyt_nuc_ratio_sensor
D8,0,20 nM Binimetinib,0.484595,3,cyt_nuc_ratio_sensor
D8,1,20 nM Binimetinib,0.46647,3,cyt_nuc_ratio_sensor
D8,2,20 nM Binimetinib,0.427465,3,cyt_nuc_ratio_sensor
D8,3,20 nM Binimetinib,0.4421,3,cyt_nuc_ratio_sensor
D8,4,20 nM Binimetinib,0.478995,3,cyt_nuc_ratio_sensor
D8,5,20 nM Binimetinib,0.46221,3,cyt_nuc_ratio_sensor
D8,6,20 nM Binimetinib,0.4628,3,cyt_nuc_ratio_sensor
D8,7,20 nM Binimetinib,0.43582,3,cyt_nuc_ratio_sensor
D8,8,20 nM Binimetinib,0.47806000000000004,3,cyt_nuc_ratio_sensor
D8,9,20 nM Binimetinib,0.47941,3,cyt_nuc_ratio_sensor
E5,0,60 nM Binimetinib,0.453395,3,cyt_nuc_ratio_sensor
E5,1,60 nM Binimetinib,0.4565,3,cyt_nuc_ratio_sensor
E5,2,60 nM Binimetinib,0.43158,3,cyt_nuc_ratio_sensor
E5,3,60 nM Binimetinib,0.40110500000000004,3,cyt_nuc_ratio_sensor
E5,4,60 nM Binimetinib,0.40333,3,cyt_nuc_ratio_sensor
E5,5,60 nM Binimetinib,0.4365,3,cyt_nuc_ratio_sensor
E5,6,60 nM Binimetinib,0.429715,3,cyt_nuc_ratio_sensor
E5,7,60 nM Binimetinib,0.42621,3,cyt_nuc_ratio_sensor
E5,8,60 nM Binimetinib,0.411025,3,cyt_nuc_ratio_sensor
E5,9,60 nM Binimetinib,0.44122,3,cyt_nuc_ratio_sensor
E6,0,60 nM Binimetinib,0.43879,3,cyt_nuc_ratio_sensor
E6,1,60 nM Binimetinib,0.38963000000000003,3,cyt_nuc_ratio_sensor
E6,2,60 nM Binimetinib,0.41643,3,cyt_nuc_ratio_sensor
E6,3,60 nM Binimetinib,0.43420000000000003,3,cyt_nuc_ratio_sensor
E6,4,60 nM Binimetinib,0.41681,3,cyt_nuc_ratio_sensor
E6,5,60 nM Binimetinib,0.41366,3,cyt_nuc_ratio_sensor
E6,6,60 nM Binimetinib,0.454455,3,cyt_nuc_ratio_sensor
E6,7,60 nM Binimetinib,0.41363,3,cyt_nuc_ratio_sensor
E6,8,60 nM Binimetinib,0.41549,3,cyt_nuc_ratio_sensor
E6,9,60 nM Binimetinib,0.39875,3,cyt_nuc_ratio_sensor
E7,0,60 nM Binimetinib,0.41534,3,cyt_nuc_ratio_sensor
E7,1,60 nM Binimetinib,0.41317000000000004,3,cyt_nuc_ratio_sensor
E7,2,60 nM Binimetinib,0.442795,3,cyt_nuc_ratio_sensor
E7,3,60 nM Binimetinib,0.44347,3,cyt_nuc_ratio_sensor
E7,4,60 nM Binimetinib,0.40339,3,cyt_nuc_ratio_sensor
E7,5,60 nM Binimetinib,0.425735,3,cyt_nuc_ratio_sensor
E7,6,60 nM Binimetinib,0.44171,3,cyt_nuc_ratio_sensor
E7,7,60 nM Binimetinib,0.45666,3,cyt_nuc_ratio_sensor
E7,8,60 nM Binimetinib,0.39531499999999997,3,cyt_nuc_ratio_sensor
E7,9,60 nM Binimetinib,0.40093,3,cyt_nuc_ratio_sensor
E8,0,60 nM Binimetinib,0.410725,3,cyt_nuc_ratio_sensor
E8,1,60 nM Binimetinib,0.44809,3,cyt_nuc_ratio_sensor
E8,2,60 nM Binimetinib,0.42705,3,cyt_nuc_ratio_sensor
E8,3,60 nM Binimetinib,0.40357,3,cyt_nuc_ratio_sensor
E8,4,60 nM Binimetinib,0.39715,3,cyt_nuc_ratio_sensor
E8,5,60 nM Binimetinib,0.43925,3,cyt_nuc_ratio_sensor
E8,6,60 nM Binimetinib,0.4369,3,cyt_nuc_ratio_sensor
E8,7,60 nM Binimetinib,0.387,3,cyt_nuc_ratio_sensor
E8,8,60 nM Binimetinib,0.41596,3,cyt_nuc_ratio_sensor
E8,9,60 nM Binimetinib,0.39398,3,cyt_nuc_ratio_sensor
F5,0,200 nM Binimetinib,0.38998,3,cyt_nuc_ratio_sensor
F5,1,200 nM Binimetinib,0.36889,3,cyt_nuc_ratio_sensor
F5,2,200 nM Binimetinib,0.36863,3,cyt_nuc_ratio_sensor
F5,3,200 nM Binimetinib,0.40472,3,cyt_nuc_ratio_sensor
F5,4,200 nM Binimetinib,0.40625,3,cyt_nuc_ratio_sensor
F5,5,200 nM Binimetinib,0.406115,3,cyt_nuc_ratio_sensor
F5,6,200 nM Binimetinib,0.36866,3,cyt_nuc_ratio_sensor
F5,7,200 nM Binimetinib,0.37964,3,cyt_nuc_ratio_sensor
F5,8,200 nM Binimetinib,0.47364,3,cyt_nuc_ratio_sensor
F5,9,200 nM Binimetinib,0.373375,3,cyt_nuc_ratio_sensor
F6,0,200 nM Binimetinib,0.379135,3,cyt_nuc_ratio_sensor
F6,1,200 nM Binimetinib,0.366645,3,cyt_nuc_ratio_sensor
F6,2,200 nM Binimetinib,0.39462,3,cyt_nuc_ratio_sensor
F6,3,200 nM Binimetinib,0.39597,3,cyt_nuc_ratio_sensor
F6,4,200 nM Binimetinib,0.38993,3,cyt_nuc_ratio_sensor
F6,5,200 nM Binimetinib,0.368185,3,cyt_nuc_ratio_sensor
F6,6,200 nM Binimetinib,0.39894,3,cyt_nuc_ratio_sensor
F6,7,200 nM Binimetinib,0.3852,3,cyt_nuc_ratio_sensor
F6,8,200 nM Binimetinib,0.37523,3,cyt_nuc_ratio_sensor
F6,9,200 nM Binimetinib,0.34673,3,cyt_nuc_ratio_sensor
F7,0,200 nM Binimetinib,0.38531,3,cyt_nuc_ratio_sensor
F7,1,200 nM Binimetinib,0.40601,3,cyt_nuc_ratio_sensor
F7,2,200 nM Binimetinib,0.38408,3,cyt_nuc_ratio_sensor
F7,3,200 nM Binimetinib,0.370755,3,cyt_nuc_ratio_sensor
F7,4,200 nM Binimetinib,0.415905,3,cyt_nuc_ratio_sensor
F7,5,200 nM Binimetinib,0.38822,3,cyt_nuc_ratio_sensor
F7,6,200 nM Binimetinib,0.39765,3,cyt_nuc_ratio_sensor
F7,7,200 nM Binimetinib,0.377715,3,cyt_nuc_ratio_sensor
F7,8,200 nM Binimetinib,0.368145,3,cyt_nuc_ratio_sensor
F7,9,200 nM Binimetinib,0.39585000000000004,3,cyt_nuc_ratio_sensor
F8,0,200 nM Binimetinib,0.39705,3,cyt_nuc_ratio_sensor
F8,1,200 nM Binimetinib,0.382365,3,cyt_nuc_ratio_sensor
F8,2,200 nM Binimetinib,0.40843,3,cyt_nuc_ratio_sensor
F8,3,200 nM Binimetinib,0.381255,3,cyt_nuc_ratio_sensor
F8,4,200 nM Binimetinib,0.42462,3,cyt_nuc_ratio_sensor
F8,5,200 nM Binimetinib,0.40116,3,cyt_nuc_ratio_sensor
F8,6,200 nM Binimetinib,0.39789,3,cyt_nuc_ratio_sensor
F8,7,200 nM Binimetinib,0.40604,3,cyt_nuc_ratio_sensor
F8,8,200 nM Binimetinib,0.386285,3,cyt_nuc_ratio_sensor
F8,9,200 nM Binimetinib,0.40739,3,cyt_nuc_ratio_sensor
G5,0,3.5 µM Binimetinib,0.34273,3,cyt_nuc_ratio_sensor
G5,1,3.5 µM Binimetinib,0.327535,3,cyt_nuc_ratio_sensor
G5,2,3.5 µM Binimetinib,0.35037,3,cyt_nuc_ratio_sensor
G5,3,3.5 µM Binimetinib,0.3713,3,cyt_nuc_ratio_sensor
G5,4,3.5 µM Binimetinib,0.36367,3,cyt_nuc_ratio_sensor
G5,5,3.5 µM Binimetinib,0.35236,3,cyt_nuc_ratio_sensor
G5,6,3.5 µM Binimetinib,0.36381,3,cyt_nuc_ratio_sensor
G5,7,3.5 µM Binimetinib,0.39035,3,cyt_nuc_ratio_sensor
G5,8,3.5 µM Binimetinib,0.40434,3,cyt_nuc_ratio_sensor
G5,9,3.5 µM Binimetinib,0.34732,3,cyt_nuc_ratio_sensor
G6,0,3.5 µM Binimetinib,0.33906000000000003,3,cyt_nuc_ratio_sensor
G6,1,3.5 µM Binimetinib,0.33764,3,cyt_nuc_ratio_sensor
G6,2,3.5 µM Binimetinib,0.36537,3,cyt_nuc_ratio_sensor
G6,3,3.5 µM Binimetinib,0.36476,3,cyt_nuc_ratio_sensor
G6,4,3.5 µM Binimetinib,0.35544,3,cyt_nuc_ratio_sensor
G6,5,3.5 µM Binimetinib,0.356515,3,cyt_nuc_ratio_sensor
G6,6,3.5 µM Binimetinib,0.35081,3,cyt_nuc_ratio_sensor
G6,7,3.5 µM Binimetinib,0.36353,3,cyt_nuc_ratio_sensor
G6,8,3.5 µM Binimetinib,0.34564,3,cyt_nuc_ratio_sensor
G6,9,3.5 µM Binimetinib,0.35021,3,cyt_nuc_ratio_sensor
G7,0,3.5 µM Binimetinib,0.36086,3,cyt_nuc_ratio_sensor
G7,1,3.5 µM Binimetinib,0.33591,3,cyt_nuc_ratio_sensor
G7,2,3.5 µM Binimetinib,0.39321,3,cyt_nuc_ratio_sensor
G7,3,3.5 µM Binimetinib,0.37298,3,cyt_nuc_ratio_sensor
G7,4,3.5 µM Binimetinib,0.33623,3,cyt_nuc_ratio_sensor
G7,5,3.5 µM Binimetinib,0.30783,3,cyt_nuc_ratio_sensor
G7,6,3.5 µM Binimetinib,0.374745,3,cyt_nuc_ratio_sensor
G7,7,3.5 µM Binimetinib,0.37316,3,cyt_nuc_ratio_sensor
G7,8,3.5 µM Binimetinib,0.3398,3,cyt_nuc_ratio_sensor
G7,9,3.5 µM Binimetinib,0.339515,3,cyt_nuc_ratio_sensor
G8,0,3.5 µM Binimetinib,0.35656,3,cyt_nuc_ratio_sensor
G8,1,3.5 µM Binimetinib,0.34189,3,cyt_nuc_ratio_sensor
G8,2,3.5 µM Binimetinib,0.36186,3,cyt_nuc_ratio_sensor
G8,3,3.5 µM Binimetinib,0.36721,3,cyt_nuc_ratio_sensor
G8,4,3.5 µM Binimetinib,0.3504,3,cyt_nuc_ratio_sensor
G8,5,3.5 µM Binimetinib,0.37645,3,cyt_nuc_ratio_sensor
G8,6,3.5 µM Binimetinib,0.35946,3,cyt_nuc_ratio_sensor
G8,7,3.5 µM Binimetinib,0.34425,3,cyt_nuc_ratio_sensor
G8,8,3.5 µM Binimetinib,0.37004499999999996,3,cyt_nuc_ratio_sensor
G8,9,3.5 µM Binimetinib,0.35024999999999995,3,cyt_nuc_ratio_sensor
B5,0,DMSO,0.5189699999999999,4,cyt_nuc_ratio_sensor
B5,1,DMSO,0.53325,4,cyt_nuc_ratio_sensor
B5,2,DMSO,0.49707500000000004,4,cyt_nuc_ratio_sensor
B5,3,DMSO,0.51206,4,cyt_nuc_ratio_sensor
B5,4,DMSO,0.52473,4,cyt_nuc_ratio_sensor
B5,5,DMSO,0.5339700000000001,4,cyt_nuc_ratio_sensor
B5,6,DMSO,0.4722,4,cyt_nuc_ratio_sensor
B5,7,DMSO,0.449045,4,cyt_nuc_ratio_sensor
B5,8,DMSO,0.51883,4,cyt_nuc_ratio_sensor
B5,9,DMSO,0.520155,4,cyt_nuc_ratio_sensor
B6,0,DMSO,0.534965,4,cyt_nuc_ratio_sensor
B6,1,DMSO,0.43615499999999996,4,cyt_nuc_ratio_sensor
B6,2,DMSO,0.52301,4,cyt_nuc_ratio_sensor
B6,3,DMSO,0.55101,4,cyt_nuc_ratio_sensor
B6,4,DMSO,0.48678,4,cyt_nuc_ratio_sensor
B6,5,DMSO,0.4911,4,cyt_nuc_ratio_sensor
B6,6,DMSO,0.5019899999999999,4,cyt_nuc_ratio_sensor
B6,7,DMSO,0.51139,4,cyt_nuc_ratio_sensor
B6,8,DMSO,0.52685,4,cyt_nuc_ratio_sensor
B6,9,DMSO,0.50056,4,cyt_nuc_ratio_sensor
B7,0,DMSO,0.52114,4,cyt_nuc_ratio_sensor
B7,1,DMSO,0.50246,4,cyt_nuc_ratio_sensor
B7,2,DMSO,0.52985,4,cyt_nuc_ratio_sensor
B7,3,DMSO,0.53653,4,cyt_nuc_ratio_sensor
B7,4,DMSO,0.5285,4,cyt_nuc_ratio_sensor
B7,5,DMSO,0.4735,4,cyt_nuc_ratio_sensor
B7,6,DMSO,0.48178,4,cyt_nuc_ratio_sensor
B7,7,DMSO,0.489785,4,cyt_nuc_ratio_sensor
B7,8,DMSO,0.53554,4,cyt_nuc_ratio_sensor
B7,9,DMSO,0.4931,4,cyt_nuc_ratio_sensor
