Site,Condition,q_50_nuc_nucleus,q_50_nuc_sensor,q_50_collar_sensor
2,200 nM Binimetinib,391.0,1628.0,1235.0
2,200 nM Binimetinib,484.0,1903.0,1775.5
2,200 nM Binimetinib,432.5,1725.0,1230.0
2,200 nM Binimetinib,481.0,1251.5,1267.5
2,200 nM Binimetinib,340.0,1432.0,1456.0
2,200 nM Binimetinib,226.0,699.0,497.0
2,200 nM Binimetinib,307.0,1860.5,1534.0
2,200 nM Binimetinib,288.0,1626.0,1554.0
2,200 nM Binimetinib,762.0,1674.0,1784.0
2,200 nM Binimetinib,346.0,1538.0,1487.0
2,200 nM Binimetinib,524.0,1506.0,1534.5
2,200 nM Binimetinib,515.0,1502.5,1175.0
2,200 nM Binimetinib,97.0,446.0,379.0
2,200 nM Binimetinib,134.0,525.0,369.0
2,200 nM Binimetinib,127.0,354.0,184.0
2,200 nM Binimetinib,1000.5,2299.0,1743.0
2,200 nM Binimetinib,1109.0,2098.0,1257.0
2,200 nM Binimetinib,956.0,2271.0,1516.0
2,200 nM Binimetinib,985.0,2734.0,1671.5
2,200 nM Binimetinib,892.0,2142.0,1379.0
2,200 nM Binimetinib,1227.5,2809.5,1688.0
2,200 nM Binimetinib,955.0,2499.5,1398.0
2,200 nM Binimetinib,1044.0,2101.0,1773.0
2,200 nM Binimetinib,884.0,1378.0,1517.0
2,200 nM Binimetinib,1480.0,2786.0,2163.0
2,200 nM Binimetinib,933.0,2963.0,2130.0
2,200 nM Binimetinib,1022.5,2498.5,1475.0
2,200 nM Binimetinib,1308.0,2136.0,1619.5
2,200 nM Binimetinib,1032.0,2237.0,1512.0
2,200 nM Binimetinib,1283.0,2851.0,2035.0
2,200 nM Binimetinib,1159.0,2092.0,1282.0
2,200 nM Binimetinib,1297.0,2538.0,1915.0
2,200 nM Binimetinib,1109.0,2782.0,1684.0
2,200 nM Binimetinib,754.0,2421.0,1284.0
2,200 nM Binimetinib,780.5,3047.0,2056.0
2,200 nM Binimetinib,736.0,1539.5,992.0
2,200 nM Binimetinib,927.0,2928.0,1994.0
2,200 nM Binimetinib,1102.0,1003.0,1239.0
2,200 nM Binimetinib,738.0,2336.0,1308.0
2,200 nM Binimetinib,772.0,2436.0,1430.0
2,200 nM Binimetinib,698.0,1413.0,863.5
2,200 nM Binimetinib,608.0,2253.0,1263.0
2,200 nM Binimetinib,634.0,1710.0,1062.0
2,200 nM Binimetinib,568.0,1660.0,1127.5
2,200 nM Binimetinib,569.0,1213.0,943.0
2,200 nM Binimetinib,1329.0,1428.0,1085.0
2,200 nM Binimetinib,601.0,1253.0,898.0
2,200 nM Binimetinib,937.0,1775.0,1300.5
2,200 nM Binimetinib,1015.0,1275.0,1181.5
2,200 nM Binimetinib,936.0,1700.0,1183.0
2,200 nM Binimetinib,1262.0,2002.0,1409.0
2,200 nM Binimetinib,523.0,1262.5,1041.0
2,200 nM Binimetinib,613.0,1738.0,1342.0
2,200 nM Binimetinib,1052.0,1821.0,1245.0
2,200 nM Binimetinib,612.0,1721.0,1231.0
2,200 nM Binimetinib,932.5,2348.0,1485.5
2,200 nM Binimetinib,668.0,2577.0,1681.0
2,200 nM Binimetinib,558.0,1159.0,1217.5
2,200 nM Binimetinib,639.0,1129.0,1052.0
2,200 nM Binimetinib,703.5,1037.0,1147.0
2,200 nM Binimetinib,566.0,1645.0,1126.0
2,200 nM Binimetinib,825.0,2122.0,1701.5
2,200 nM Binimetinib,670.0,1758.0,1224.0
2,200 nM Binimetinib,584.0,2147.0,1330.0
2,200 nM Binimetinib,1238.0,2528.5,1618.0
2,200 nM Binimetinib,638.0,1672.0,1246.0
2,200 nM Binimetinib,637.0,1764.0,1256.5
2,200 nM Binimetinib,778.0,2430.0,1765.0
2,200 nM Binimetinib,710.0,1753.0,1464.0
2,200 nM Binimetinib,869.0,1532.0,1303.0
2,200 nM Binimetinib,498.5,2450.0,1526.0
2,200 nM Binimetinib,1395.0,1284.0,1182.0
2,200 nM Binimetinib,463.0,1397.0,1012.0
2,200 nM Binimetinib,937.0,1265.5,1352.0
2,200 nM Binimetinib,645.0,1669.5,1323.0
2,200 nM Binimetinib,749.0,1150.0,1008.0
2,200 nM Binimetinib,836.0,1310.0,963.0
2,200 nM Binimetinib,859.5,1774.0,1256.0
2,200 nM Binimetinib,1008.5,1026.5,706.0
2,200 nM Binimetinib,284.0,673.0,567.5
2,200 nM Binimetinib,519.0,1566.0,1113.0
2,200 nM Binimetinib,337.0,911.0,795.5
2,200 nM Binimetinib,398.0,1150.0,846.0
2,200 nM Binimetinib,423.0,730.0,533.5
2,200 nM Binimetinib,402.0,1184.5,1005.0
2,200 nM Binimetinib,785.0,593.0,309.5
2,200 nM Binimetinib,409.0,424.0,211.0
2,200 nM Binimetinib,290.0,309.0,154.0
2,200 nM Binimetinib,584.0,406.0,260.0
2,200 nM Binimetinib,493.0,2681.5,1701.0
2,200 nM Binimetinib,841.5,3950.0,2026.0
2,200 nM Binimetinib,697.5,2773.0,1944.0
2,200 nM Binimetinib,694.0,2941.0,2140.5
2,200 nM Binimetinib,762.5,3270.5,1768.0
2,200 nM Binimetinib,490.0,1920.5,1225.0
2,200 nM Binimetinib,714.0,2516.0,2072.5
2,200 nM Binimetinib,487.0,2562.0,1410.0
2,200 nM Binimetinib,579.0,3349.0,2107.0
2,200 nM Binimetinib,837.0,3053.0,2378.5
2,200 nM Binimetinib,590.0,2357.0,1680.0
2,200 nM Binimetinib,490.0,2147.0,1499.0
2,200 nM Binimetinib,580.5,2167.0,1612.0
2,200 nM Binimetinib,468.5,2264.0,1380.5
2,200 nM Binimetinib,584.0,3081.5,1855.0
2,200 nM Binimetinib,731.0,2602.0,1657.5
2,200 nM Binimetinib,473.0,2671.5,1529.5
2,200 nM Binimetinib,497.0,2582.0,1715.0
2,200 nM Binimetinib,445.0,2380.0,1391.0
2,200 nM Binimetinib,382.0,3003.0,1766.0
2,200 nM Binimetinib,462.0,1679.0,1036.0
2,200 nM Binimetinib,616.0,2043.0,1549.0
2,200 nM Binimetinib,325.0,2350.5,1331.0
2,200 nM Binimetinib,443.0,2641.0,1670.0
2,200 nM Binimetinib,592.5,2304.0,1625.0
2,200 nM Binimetinib,608.0,2399.0,1331.5
2,200 nM Binimetinib,357.0,1769.0,1046.0
2,200 nM Binimetinib,276.0,1849.0,1142.0
2,200 nM Binimetinib,754.0,1320.0,1457.0
2,200 nM Binimetinib,1038.0,1897.0,1245.5
2,200 nM Binimetinib,982.0,1350.0,1504.0
2,200 nM Binimetinib,1011.0,1621.0,1323.5
2,200 nM Binimetinib,1001.0,1399.0,1061.0
2,200 nM Binimetinib,1310.0,2131.0,1520.0
2,200 nM Binimetinib,1702.0,1038.5,1195.0
2,200 nM Binimetinib,1122.0,1853.0,1316.0
2,200 nM Binimetinib,864.0,1505.0,1233.0
2,200 nM Binimetinib,1096.0,1738.0,1349.0
2,200 nM Binimetinib,1059.0,2231.5,1662.5
2,200 nM Binimetinib,987.0,1862.0,1364.0
2,200 nM Binimetinib,1137.0,1632.0,1334.0
2,200 nM Binimetinib,873.0,1647.0,1243.0
2,200 nM Binimetinib,1770.0,1591.0,1627.5
2,200 nM Binimetinib,1091.0,1993.0,1383.0
2,200 nM Binimetinib,1029.5,1818.0,1358.5
2,200 nM Binimetinib,1011.0,1556.0,1191.5
2,200 nM Binimetinib,1025.0,1848.0,1365.0
2,200 nM Binimetinib,1170.0,2380.0,1976.0
2,200 nM Binimetinib,1014.0,2195.0,1818.0
2,200 nM Binimetinib,1122.5,1905.5,1324.0
2,200 nM Binimetinib,1202.5,1752.0,1348.0
2,200 nM Binimetinib,922.0,1382.0,1247.5
2,200 nM Binimetinib,1153.0,1700.0,1328.0
2,200 nM Binimetinib,996.0,2041.0,1614.5
2,200 nM Binimetinib,824.0,1269.0,1092.0
2,200 nM Binimetinib,1043.5,1684.0,1262.0
2,200 nM Binimetinib,961.0,1710.0,1317.5
2,200 nM Binimetinib,978.5,1963.0,1132.5
2,200 nM Binimetinib,700.0,1254.5,914.0
2,200 nM Binimetinib,867.5,1517.0,1094.0
2,200 nM Binimetinib,667.0,1768.0,1136.0
2,200 nM Binimetinib,811.5,1983.5,1321.0
2,200 nM Binimetinib,609.0,1969.0,1411.0
2,200 nM Binimetinib,1186.0,2905.5,1700.0
2,200 nM Binimetinib,698.0,1901.0,1302.0
2,200 nM Binimetinib,979.0,1780.0,1286.5
2,200 nM Binimetinib,782.0,2415.0,1466.5
2,200 nM Binimetinib,871.5,2117.0,1519.0
2,200 nM Binimetinib,1199.0,2060.0,1675.0
2,200 nM Binimetinib,514.0,1732.0,1293.0
2,200 nM Binimetinib,608.5,1848.0,1598.0
2,200 nM Binimetinib,394.0,1567.0,1540.0
2,200 nM Binimetinib,705.0,1894.0,1480.0
2,200 nM Binimetinib,810.0,2256.0,2145.0
2,200 nM Binimetinib,665.0,2040.0,1688.5
2,200 nM Binimetinib,527.0,2083.0,1290.0
2,200 nM Binimetinib,696.0,2186.0,1442.0
2,200 nM Binimetinib,784.0,1376.5,1469.0
2,200 nM Binimetinib,835.0,1800.5,1305.5
2,200 nM Binimetinib,714.0,3087.5,2172.0
2,200 nM Binimetinib,936.0,2205.0,1736.0
2,200 nM Binimetinib,563.0,1432.0,1421.0
2,200 nM Binimetinib,745.0,2334.0,1404.5
2,200 nM Binimetinib,669.0,2128.0,1329.0
2,200 nM Binimetinib,680.5,1895.5,1813.5
2,200 nM Binimetinib,1623.5,1458.5,1659.0
2,200 nM Binimetinib,931.0,2188.5,1540.5
2,200 nM Binimetinib,1069.5,2394.0,1967.0
2,200 nM Binimetinib,678.0,1876.5,1086.0
2,200 nM Binimetinib,1112.0,2322.0,1652.5
2,200 nM Binimetinib,746.0,2349.5,1662.0
2,200 nM Binimetinib,945.0,2121.0,1483.0
2,200 nM Binimetinib,787.0,2575.0,1942.0
2,200 nM Binimetinib,528.0,2332.5,1473.5
2,200 nM Binimetinib,485.0,2405.0,1663.0
2,200 nM Binimetinib,642.0,1936.0,1575.0
2,200 nM Binimetinib,1264.0,2342.0,1643.0
2,200 nM Binimetinib,775.0,1326.0,1462.5
2,200 nM Binimetinib,935.0,2045.0,1734.0
2,200 nM Binimetinib,997.5,2063.5,1743.0
2,200 nM Binimetinib,1106.0,1447.5,1468.5
2,200 nM Binimetinib,697.0,1927.0,1244.0
2,200 nM Binimetinib,874.0,3451.0,2160.5
2,200 nM Binimetinib,635.0,1790.0,1277.0
2,200 nM Binimetinib,491.0,1447.0,1357.0
2,200 nM Binimetinib,941.0,2457.5,1680.0
2,200 nM Binimetinib,952.0,2375.0,1883.0
2,200 nM Binimetinib,609.0,2989.0,1888.0
2,200 nM Binimetinib,790.0,2007.0,1825.0
2,200 nM Binimetinib,739.0,2605.0,1739.0
2,200 nM Binimetinib,764.0,1812.0,1415.0
2,200 nM Binimetinib,664.5,1633.0,1307.5
2,200 nM Binimetinib,690.0,1696.0,1579.0
2,200 nM Binimetinib,711.0,1991.5,1467.0
2,200 nM Binimetinib,898.5,3369.5,2008.0
2,200 nM Binimetinib,592.0,1678.5,1136.0
2,200 nM Binimetinib,818.0,2389.0,1846.0
2,200 nM Binimetinib,862.5,2371.0,1859.0
2,200 nM Binimetinib,832.5,2213.5,1566.0
2,200 nM Binimetinib,847.0,1610.0,1342.5
2,200 nM Binimetinib,566.0,1778.0,1532.0
2,200 nM Binimetinib,849.0,2257.0,1790.5
2,200 nM Binimetinib,599.0,2137.0,1431.0
2,200 nM Binimetinib,1250.0,1604.0,1308.5
2,200 nM Binimetinib,418.0,1280.0,727.0
2,200 nM Binimetinib,590.0,1424.0,1271.0
2,200 nM Binimetinib,596.0,1753.0,989.0
2,200 nM Binimetinib,704.0,1783.0,1355.0
2,200 nM Binimetinib,488.0,1202.5,1143.0
2,200 nM Binimetinib,748.0,1875.0,1357.0
2,200 nM Binimetinib,915.0,2466.0,1743.5
2,200 nM Binimetinib,674.0,1449.0,1267.0
2,200 nM Binimetinib,808.5,2334.0,1586.5
2,200 nM Binimetinib,345.0,2753.0,1695.5
2,200 nM Binimetinib,537.0,1843.0,1449.0
2,200 nM Binimetinib,624.0,1529.0,1363.0
2,200 nM Binimetinib,462.0,1212.0,1146.0
2,200 nM Binimetinib,644.0,1426.0,866.0
2,200 nM Binimetinib,592.0,1753.0,1160.5
2,200 nM Binimetinib,614.0,2028.0,1187.5
2,200 nM Binimetinib,525.0,1073.0,1048.0
2,200 nM Binimetinib,409.0,1257.0,887.0
2,200 nM Binimetinib,1705.0,2178.0,1228.0
2,200 nM Binimetinib,1917.0,2326.0,1449.0
2,200 nM Binimetinib,976.0,2232.0,1341.0
2,200 nM Binimetinib,1293.5,2105.5,1402.0
2,200 nM Binimetinib,1196.0,2378.0,1527.0
2,200 nM Binimetinib,1173.5,2596.5,1710.0
2,200 nM Binimetinib,2061.0,2507.0,1565.0
2,200 nM Binimetinib,1480.0,2609.0,1556.0
2,200 nM Binimetinib,1235.0,2456.0,1736.5
2,200 nM Binimetinib,1175.0,1758.0,1035.0
2,200 nM Binimetinib,1476.5,2691.0,1979.0
2,200 nM Binimetinib,1203.0,2819.0,1267.0
2,200 nM Binimetinib,1283.0,2143.0,1571.0
2,200 nM Binimetinib,699.0,1898.0,1352.5
2,200 nM Binimetinib,1111.0,2897.0,1669.0
2,200 nM Binimetinib,683.5,2596.5,1595.5
2,200 nM Binimetinib,764.5,2572.0,1923.5
2,200 nM Binimetinib,720.0,2032.0,1291.5
2,200 nM Binimetinib,650.0,2355.5,1340.5
2,200 nM Binimetinib,1029.5,3361.0,2311.0
2,200 nM Binimetinib,975.0,2929.0,2562.5
2,200 nM Binimetinib,424.0,2038.0,1556.5
2,200 nM Binimetinib,749.0,3245.0,2281.0
2,200 nM Binimetinib,528.0,3814.0,2862.0
2,200 nM Binimetinib,646.0,3251.0,2003.5
2,200 nM Binimetinib,587.0,2307.0,2166.0
2,200 nM Binimetinib,870.0,2900.0,2448.0
2,200 nM Binimetinib,810.0,2600.0,2397.0
2,200 nM Binimetinib,762.0,1972.0,1275.0
2,200 nM Binimetinib,490.0,2132.0,1710.5
2,200 nM Binimetinib,627.0,2363.5,1847.5
2,200 nM Binimetinib,299.0,1373.0,782.5
2,200 nM Binimetinib,468.0,1897.0,1585.0
2,200 nM Binimetinib,849.0,2419.0,1459.0
2,200 nM Binimetinib,537.5,1853.5,1134.0
2,200 nM Binimetinib,779.0,3125.0,2396.5
2,200 nM Binimetinib,585.5,2302.5,2048.0
2,200 nM Binimetinib,613.0,1970.0,1780.0
2,200 nM Binimetinib,748.0,2749.0,2237.0
2,200 nM Binimetinib,649.0,2704.0,2191.0
2,200 nM Binimetinib,678.0,3073.0,2479.0
2,200 nM Binimetinib,692.0,2360.0,1921.0
2,200 nM Binimetinib,850.0,2152.0,1882.0
2,200 nM Binimetinib,377.5,2083.5,1608.0
2,200 nM Binimetinib,562.0,3382.5,1847.0
2,200 nM Binimetinib,533.0,1819.0,1204.5
2,200 nM Binimetinib,534.0,1873.0,1347.5
2,200 nM Binimetinib,584.5,2293.0,1734.0
2,200 nM Binimetinib,623.0,2962.0,2232.5
2,200 nM Binimetinib,533.0,2535.5,2176.0
2,200 nM Binimetinib,422.0,2582.5,1963.0
2,200 nM Binimetinib,604.0,2187.0,1404.5
2,200 nM Binimetinib,762.0,2285.5,1825.0
2,200 nM Binimetinib,407.0,1892.5,1529.5
2,200 nM Binimetinib,623.0,2269.5,1672.0
2,200 nM Binimetinib,405.0,1641.0,1292.0
2,200 nM Binimetinib,472.0,2017.0,1605.0
2,200 nM Binimetinib,386.0,1465.0,1272.0
2,200 nM Binimetinib,456.0,1799.0,1633.0
2,200 nM Binimetinib,504.0,1654.0,1693.0
2,200 nM Binimetinib,549.0,1665.0,1347.5
2,200 nM Binimetinib,495.0,2569.5,1830.0
2,200 nM Binimetinib,428.5,1635.0,1091.0
2,200 nM Binimetinib,641.0,1836.0,1342.5
2,200 nM Binimetinib,511.0,1454.0,839.0
2,200 nM Binimetinib,334.0,1979.0,1363.0
2,200 nM Binimetinib,581.5,1830.5,1556.0
2,200 nM Binimetinib,423.0,1448.0,1063.0
2,200 nM Binimetinib,1163.0,2326.0,1250.0
2,200 nM Binimetinib,1203.5,2227.5,1113.0
2,200 nM Binimetinib,1179.0,2057.0,1062.0
2,200 nM Binimetinib,1400.0,1614.0,823.0
2,200 nM Binimetinib,1637.0,1984.0,1436.0
2,200 nM Binimetinib,1313.0,1763.0,1147.5
2,200 nM Binimetinib,1206.0,2067.0,1639.0
2,200 nM Binimetinib,1234.0,2031.5,1503.0
2,200 nM Binimetinib,1157.0,2411.0,1945.5
2,200 nM Binimetinib,1187.0,1814.0,1106.0
2,200 nM Binimetinib,1302.0,2192.0,1886.0
2,200 nM Binimetinib,1525.0,2612.0,1662.0
2,200 nM Binimetinib,1206.0,2061.0,1490.5
2,200 nM Binimetinib,898.0,872.0,451.0
2,200 nM Binimetinib,1060.0,1525.0,962.0
2,200 nM Binimetinib,1268.0,1791.0,1099.5
2,200 nM Binimetinib,973.5,813.5,850.5
2,200 nM Binimetinib,784.0,776.0,760.0
2,200 nM Binimetinib,314.0,1043.0,937.5
2,200 nM Binimetinib,263.5,876.0,756.5
2,200 nM Binimetinib,1432.5,2004.0,1263.5
2,200 nM Binimetinib,1625.5,2032.5,1308.5
2,200 nM Binimetinib,71.5,683.0,205.0
2,200 nM Binimetinib,1660.0,2597.5,1157.0
2,200 nM Binimetinib,1167.0,2470.0,1530.0
2,200 nM Binimetinib,1372.0,3070.5,1869.0
2,200 nM Binimetinib,1181.0,2214.0,1189.0
2,200 nM Binimetinib,1358.0,2855.0,1999.0
2,200 nM Binimetinib,1395.0,2929.0,1794.0
2,200 nM Binimetinib,1034.0,2550.0,1658.0
2,200 nM Binimetinib,2217.0,2624.0,1670.0
2,200 nM Binimetinib,1262.5,2747.0,2086.0
2,200 nM Binimetinib,1703.0,2757.0,1788.0
2,200 nM Binimetinib,1297.5,2845.5,1966.0
2,200 nM Binimetinib,1629.5,2717.5,1619.5
2,200 nM Binimetinib,976.0,2803.5,2017.0
2,200 nM Binimetinib,1407.0,3231.5,2374.0
2,200 nM Binimetinib,861.0,2509.0,1987.0
2,200 nM Binimetinib,1099.0,2490.0,1624.0
2,200 nM Binimetinib,1008.0,2611.0,1694.5
2,200 nM Binimetinib,1118.0,2204.0,2107.5
2,200 nM Binimetinib,1724.0,3318.0,2178.5
2,200 nM Binimetinib,1163.0,1896.0,1599.0
2,200 nM Binimetinib,559.0,4134.0,2649.0
2,200 nM Binimetinib,934.0,1919.0,1420.0
2,200 nM Binimetinib,1160.5,1878.5,1236.0
2,200 nM Binimetinib,2149.0,2316.0,1961.0
2,200 nM Binimetinib,1189.0,2027.0,1362.0
2,200 nM Binimetinib,854.0,2237.0,1689.0
2,200 nM Binimetinib,1064.5,1375.0,913.0
2,200 nM Binimetinib,1072.0,442.0,273.5
2,200 nM Binimetinib,1422.0,637.0,380.0
2,200 nM Binimetinib,2211.0,770.0,544.0
2,200 nM Binimetinib,1905.0,594.0,245.0
2,200 nM Binimetinib,1510.0,657.0,461.0
2,200 nM Binimetinib,1581.0,677.0,297.0
2,200 nM Binimetinib,1332.0,554.0,260.0
2,200 nM Binimetinib,936.5,2483.5,1168.5
2,200 nM Binimetinib,1014.5,2429.5,1652.5
2,200 nM Binimetinib,1166.0,2489.0,1586.0
2,200 nM Binimetinib,1094.5,3363.5,1937.0
2,200 nM Binimetinib,1126.0,2444.0,1504.0
2,200 nM Binimetinib,705.0,2372.0,1605.0
2,200 nM Binimetinib,1289.0,2406.0,1581.0
2,200 nM Binimetinib,1341.0,2811.0,1771.0
2,200 nM Binimetinib,930.0,2392.0,1468.0
2,200 nM Binimetinib,827.0,2472.0,1795.5
2,200 nM Binimetinib,1863.0,2322.5,1809.5
2,200 nM Binimetinib,789.0,1827.0,1778.0
2,200 nM Binimetinib,763.0,1690.0,1651.0
2,200 nM Binimetinib,1172.0,2864.0,2012.0
2,200 nM Binimetinib,983.0,3097.0,2056.0
2,200 nM Binimetinib,814.0,1807.0,1533.5
2,200 nM Binimetinib,1031.0,2853.0,1911.0
2,200 nM Binimetinib,872.0,3111.0,1856.0
2,200 nM Binimetinib,1304.0,1813.5,1390.0
2,200 nM Binimetinib,942.0,2241.0,1746.0
2,200 nM Binimetinib,812.0,2562.0,1734.0
2,200 nM Binimetinib,502.0,1729.0,1612.5
2,200 nM Binimetinib,946.0,2542.0,1668.5
2,200 nM Binimetinib,1239.0,2696.0,1647.0
2,200 nM Binimetinib,1225.0,2496.0,2092.5
2,200 nM Binimetinib,1043.0,2482.0,1771.0
2,200 nM Binimetinib,781.0,2139.0,1367.5
2,200 nM Binimetinib,861.5,2139.0,1771.0
2,200 nM Binimetinib,708.0,2327.0,1633.0
2,200 nM Binimetinib,784.0,2350.0,1684.5
2,200 nM Binimetinib,696.0,2680.0,2132.5
2,200 nM Binimetinib,745.0,2899.0,1909.0
2,200 nM Binimetinib,1153.5,1778.0,1358.0
2,200 nM Binimetinib,924.0,2502.0,2075.0
2,200 nM Binimetinib,616.0,2720.0,1890.0
2,200 nM Binimetinib,885.0,2341.0,1522.0
2,200 nM Binimetinib,220.5,1107.5,965.0
2,200 nM Binimetinib,699.5,1881.0,1557.5
2,200 nM Binimetinib,877.5,1504.0,1451.0
2,200 nM Binimetinib,999.0,2310.0,1721.0
2,200 nM Binimetinib,777.0,2263.0,1613.0
2,200 nM Binimetinib,942.0,1982.0,1254.5
2,200 nM Binimetinib,602.5,1718.0,1088.0
2,200 nM Binimetinib,1046.0,887.0,343.0
2,200 nM Binimetinib,1622.0,1345.0,523.0
2,200 nM Binimetinib,2581.0,1618.0,532.0
2,200 nM Binimetinib,1332.5,1098.0,389.0
2,200 nM Binimetinib,2018.0,1230.0,622.0
2,200 nM Binimetinib,798.0,815.0,339.0
2,200 nM Binimetinib,516.0,519.5,316.0
2,200 nM Binimetinib,364.0,453.0,193.5
2,200 nM Binimetinib,1142.0,827.0,374.0
2,200 nM Binimetinib,425.0,421.0,295.0
2,200 nM Binimetinib,1930.0,1868.0,1288.0
2,200 nM Binimetinib,1021.0,2611.0,1480.0
2,200 nM Binimetinib,1628.0,3592.0,1848.0
2,200 nM Binimetinib,2610.0,2191.0,1505.0
2,200 nM Binimetinib,1029.0,2578.0,1437.0
2,200 nM Binimetinib,1771.0,2435.0,1605.0
2,200 nM Binimetinib,1339.0,2576.0,1499.0
2,200 nM Binimetinib,877.0,1089.5,1223.0
2,200 nM Binimetinib,1586.0,2288.0,1167.5
2,200 nM Binimetinib,1412.5,2203.5,927.0
2,200 nM Binimetinib,1718.0,2519.0,1523.0
2,200 nM Binimetinib,1055.0,1544.0,1046.0
2,200 nM Binimetinib,1073.0,2295.0,1321.0
2,200 nM Binimetinib,1484.0,3103.0,1776.5
2,200 nM Binimetinib,762.0,1232.0,984.5
2,200 nM Binimetinib,945.0,1422.0,953.5
2,200 nM Binimetinib,1131.0,1622.0,940.0
2,200 nM Binimetinib,1932.0,2900.0,1600.0
2,200 nM Binimetinib,463.0,2255.0,1252.0
2,200 nM Binimetinib,1483.0,1982.0,1365.0
2,200 nM Binimetinib,1635.0,1268.0,1420.0
2,200 nM Binimetinib,802.5,1301.5,1017.0
2,200 nM Binimetinib,489.5,1358.5,1197.5
2,200 nM Binimetinib,999.0,918.0,1142.0
2,200 nM Binimetinib,1260.0,1446.0,894.0
2,200 nM Binimetinib,1906.0,1345.0,909.0
2,200 nM Binimetinib,1490.0,1474.0,1058.5
2,200 nM Binimetinib,1338.5,1825.5,980.5
2,200 nM Binimetinib,1239.0,1844.0,1199.0
2,200 nM Binimetinib,1700.5,1310.5,964.5
2,200 nM Binimetinib,1206.0,993.5,1165.0
2,200 nM Binimetinib,201.0,1256.0,1073.0
2,200 nM Binimetinib,581.0,1216.0,1178.0
2,200 nM Binimetinib,122.0,1739.0,1477.0
2,200 nM Binimetinib,635.0,935.0,760.5
2,200 nM Binimetinib,523.5,1469.5,1310.0
2,200 nM Binimetinib,1003.0,1327.0,868.5
2,200 nM Binimetinib,1314.0,1599.0,1005.0
2,200 nM Binimetinib,765.0,2851.5,1573.5
2,200 nM Binimetinib,482.0,1382.0,1226.0
2,200 nM Binimetinib,498.0,1882.0,1362.0
2,200 nM Binimetinib,871.0,1337.0,1320.0
2,200 nM Binimetinib,806.0,3927.0,2183.0
2,200 nM Binimetinib,587.0,1992.0,1248.0
2,200 nM Binimetinib,676.0,2609.0,1578.5
2,200 nM Binimetinib,888.5,2697.5,1769.0
2,200 nM Binimetinib,534.0,2018.5,1563.0
2,200 nM Binimetinib,562.0,1511.0,1039.5
2,200 nM Binimetinib,402.0,1849.0,1135.0
2,200 nM Binimetinib,420.0,1389.0,940.0
2,200 nM Binimetinib,801.0,1964.0,1440.0
2,200 nM Binimetinib,675.0,1499.0,1248.0
2,200 nM Binimetinib,489.5,940.5,705.0
2,200 nM Binimetinib,492.0,2085.0,1651.0
2,200 nM Binimetinib,406.0,1769.5,1243.0
2,200 nM Binimetinib,544.0,1591.0,1198.0
2,200 nM Binimetinib,370.0,976.0,729.0
2,200 nM Binimetinib,395.0,866.0,723.0
2,200 nM Binimetinib,447.0,1224.0,875.0
2,200 nM Binimetinib,360.0,1450.0,934.0
2,200 nM Binimetinib,492.0,2431.0,1429.0
2,200 nM Binimetinib,784.0,2326.0,1530.5
2,200 nM Binimetinib,620.0,2805.5,2382.5
2,200 nM Binimetinib,438.0,2584.0,2301.5
2,200 nM Binimetinib,596.0,2373.0,1339.0
2,200 nM Binimetinib,403.0,2480.0,1220.5
2,200 nM Binimetinib,516.0,2267.0,934.5
2,200 nM Binimetinib,707.0,2398.0,2060.0
2,200 nM Binimetinib,474.0,2744.0,2539.0
2,200 nM Binimetinib,634.0,2438.0,1391.0
2,200 nM Binimetinib,576.0,2795.0,2242.0
2,200 nM Binimetinib,402.0,3356.0,1885.0
2,200 nM Binimetinib,643.0,2155.0,1756.0
2,200 nM Binimetinib,476.0,2663.0,1096.0
2,200 nM Binimetinib,874.5,2862.0,2129.0
2,200 nM Binimetinib,913.5,3505.5,2445.5
2,200 nM Binimetinib,646.0,1880.0,1892.0
2,200 nM Binimetinib,660.0,2484.0,1971.0
2,200 nM Binimetinib,926.5,3713.0,2928.5
2,200 nM Binimetinib,649.5,3014.0,2520.5
2,200 nM Binimetinib,913.0,3235.0,2385.0
2,200 nM Binimetinib,467.0,3380.0,1655.0
2,200 nM Binimetinib,776.0,3278.0,2004.0
2,200 nM Binimetinib,626.0,2122.0,1639.0
2,200 nM Binimetinib,795.5,2583.0,2457.0
2,200 nM Binimetinib,813.0,2441.5,2045.0
2,200 nM Binimetinib,791.0,2968.0,1919.5
2,200 nM Binimetinib,694.0,1925.0,1373.5
2,200 nM Binimetinib,580.0,2175.5,1194.0
2,200 nM Binimetinib,743.0,3227.5,2260.0
2,200 nM Binimetinib,656.5,2358.0,1943.5
2,200 nM Binimetinib,869.0,2312.0,2036.0
2,200 nM Binimetinib,690.0,2489.0,1529.0
2,200 nM Binimetinib,762.0,3144.5,2516.0
2,200 nM Binimetinib,290.0,1657.0,1002.0
2,200 nM Binimetinib,689.0,2459.0,2076.0
2,200 nM Binimetinib,685.5,2550.0,2421.5
2,200 nM Binimetinib,723.0,2397.5,1702.0
2,200 nM Binimetinib,484.0,2220.0,2122.5
2,200 nM Binimetinib,853.5,3641.0,2461.0
2,200 nM Binimetinib,992.0,2897.0,2100.0
2,200 nM Binimetinib,954.0,3463.0,2214.5
2,200 nM Binimetinib,835.0,3164.0,2036.5
2,200 nM Binimetinib,668.0,2584.0,2331.0
2,200 nM Binimetinib,734.0,2317.0,1706.0
2,200 nM Binimetinib,635.0,3403.5,2616.0
