well,condition,tile,filename,index,N_voxels,Area,Volume,shape_factor,Xc,Yc,Zc,Rg,EquivDiameter,Solidity,PrincipalAxisLengthRatio_1,PrincipalAxisLengthRatio_2,Ellipticity,Oblateness,N_voxels_collar,distance_from_sup_centre,number_of_neighbours,average_distance_to_neighbour,minimal_distance_to_neighbour,is_internal,Mean_nuc_sensor,Std_nuc_sensor,Skewness_nuc_sensor,Kurtosis_nuc_sensor,q_25_nuc_sensor,q_50_nuc_sensor,q_75_nuc_sensor,Mean_collar_sensor,Std_collar_sensor,Skewness_collar_sensor,Kurtosis_collar_sensor,q_25_collar_sensor,q_50_collar_sensor,q_75_collar_sensor,Mean_nuc_nucleus,Std_nuc_nucleus,Skewness_nuc_nucleus,Kurtosis_nuc_nucleus,q_25_nuc_nucleus,q_50_nuc_nucleus,q_75_nuc_nucleus,Mean_collar_nucleus,Std_collar_nucleus,Skewness_collar_nucleus,Kurtosis_collar_nucleus,q_25_collar_nucleus,q_50_collar_nucleus,q_75_collar_nucleus,Mean_nuc_membrane,Std_nuc_membrane,Skewness_nuc_membrane,Kurtosis_nuc_membrane,q_25_nuc_membrane,q_50_nuc_membrane,q_75_nuc_membrane,Mean_collar_membrane,Std_collar_membrane,Skewness_collar_membrane,Kurtosis_collar_membrane,q_25_collar_membrane,q_50_collar_membrane,q_75_collar_membrane,cyt_nuc_ratio_sensor,cyt_nuc_ratio_membrane,cyt_nuc_ratio_nucleus
B5,DMSO,1,B5_tile_1_fused_tp_0,2,2819,1031.9698,2409.1667,1.1874,144.5906,136.5729,150.375,7.267,17.5266,0.90382,0.81209,0.54523,1.4735,0.60177,1032,23.2464,6,24.2995,16.8717,0,5323.502,542.9732,-1.4367,5.5283,5110,5451,5673,4971.8955,1089.1626,-1.2711,3.8126,4605.5,5335,5706,7482.98,2825.8188,-0.12342,2.1732,5223.25,7867,9600,1575.6666,794.5414,1.1665,3.5223,987,1296.5,1946,92.5147,37.9162,0.4118,2.6764,63,89,120,154.4506,35.4836,0.48373,3.2854,128,153,176,0.49462,0.63223,0.14149
B5,DMSO,1,B5_tile_1_fused_tp_0,3,2521,947.0082,2142.8333,1.1782,133.3205,113.7882,154.9393,6.8535,16.8859,0.88736,0.8882,0.65641,1.2948,0.69527,903,21.0041,7,24.2739,19.5875,0,6064.1553,394.4606,-0.25208,2.9589,5821,6097,6332,6125.9512,506.0505,-0.84715,4.1117,5836.5,6216,6464,6532.7451,2224.761,-0.042521,2.2676,4734.5,6765,8191.75,1473.7697,616.8525,0.70947,2.6573,993.25,1341,1888.5,113.9917,54.4273,1.2995,5.4116,74.75,100,141,197.3355,77.0409,1.3654,6.4688,145,180,238,0.50483,0.64286,0.16543
B5,DMSO,1,B5_tile_1_fused_tp_0,4,2486,944.8374,2106.8333,1.1888,116.3311,118.8673,163.2599,7.1808,16.8074,0.91263,0.63382,0.48826,1.7824,0.5977,886,22.9409,6,23.8645,17.8054,0,5120.9873,467.3696,0.14037,2.5904,4769,5120.5,5440,5435.5239,649.7028,-0.55837,4.6588,5080,5430.5,5846,6367.4302,2238.1929,-0.12696,2.1395,4520,6646.5,8055,1232.903,500.6986,0.161,2.1495,793,1254.5,1614,139.1746,69.5839,0.9385,4.3934,83,127,185,253.623,91.649,1.0712,4.4375,181,227,316,0.51469,0.64124,0.15878
B5,DMSO,1,B5_tile_1_fused_tp_0,5,3345,1176.5118,2885.8333,1.2002,152.5091,120.2039,163.1934,7.5624,18.5552,0.90798,0.84357,0.60355,1.3821,0.65476,1117,19.3179,7,23.3737,20.7007,0,4990.8638,531.3467,0.048397,2.4182,4588,4974,5373.25,5598.4434,534.782,-0.35799,2.6431,5271,5669,5967.25,6433.2363,1848.3308,-0.0097397,2.8393,5280.75,6447,7640,1742.1835,731.0704,0.75702,2.8917,1161,1607,2181.5,59.5061,32.2816,0.83373,3.3733,35,53,79,125.3107,45.3422,0.75864,4.1233,89,121,155,0.53265,0.6954,0.19953
B5,DMSO,1,B5_tile_1_fused_tp_0,6,2255,876.0683,1897.1667,1.1821,113.3654,136.4239,163.2714,6.7493,16.2698,0.91259,0.80535,0.53719,1.4897,0.59511,822,25.3997,6,25.6685,17.8054,0,4930.5957,439.3355,-0.0025552,2.4756,4615,4931,5255.75,4797.8027,790.6318,-1.1641,5.1799,4470,4948.5,5268,6432.7202,2149.3247,-0.13925,2.3942,4746,6713,7995.25,1271.7202,599.9901,1.0905,5.6413,813,1203.5,1638,127.0461,67.126,1.071,4.0082,75,111,163,279.6387,108.3844,0.91866,3.8807,188,268,344,0.50089,0.70712,0.15202
B5,DMSO,1,B5_tile_1_fused_tp_0,7,2489,943.4574,2105.1667,1.1877,146.4773,145.1563,171.8931,6.9778,16.8142,0.90806,0.82518,0.53273,1.4728,0.58376,987,20.1572,7,23.8994,18.1767,0,5053.7085,407.593,-0.17673,2.9279,4797,5053,5332.25,5371.7578,608.859,-1.0796,4.3099,5182.5,5494,5725,8054.9014,2706.7612,-0.22009,2.1541,5920.25,8439,10176,1696.6677,618.3232,0.57829,3.2522,1239.5,1628,2065.75,85.1619,39.7736,1.0058,4.3048,55,80,106,161.6758,42.2913,0.86266,4.0373,131,155,183.75,0.52091,0.65957,0.16172
B5,DMSO,1,B5_tile_1_fused_tp_0,8,2110,839.4759,1778,1.1828,135.4877,130.682,171.554,6.6147,15.9133,0.90132,0.70991,0.54916,1.5885,0.64232,798,3.191,13,23.3283,18.1767,1,5541.0552,457.505,0.016436,2.7452,5216,5535,5859,6098.1655,362.5581,0.29922,2.7069,5846,6051,6359,8927.3525,1894.8013,0.29249,3.0925,7495,9030,10153,2880.7268,777.0192,0.12033,2.4732,2308,2865.5,3438,80.4275,32.5888,1.111,4.6692,56,75.5,98,161.9712,46.9224,0.8346,4.2183,130,157,188,0.52227,0.67527,0.24089
B5,DMSO,1,B5_tile_1_fused_tp_0,9,3057,1042.2835,2643.3333,1.1274,142.8217,105.5509,174.1462,7.117,18.0066,0.92245,0.93443,0.73662,1.1969,0.76159,1012,23.593,7,25.5024,18.9043,0,5513.4248,489.7327,-0.26029,2.9446,5216.75,5529,5843,5943.5029,642.9055,-1.3087,4.8149,5748,6074.5,6386,7850.4106,2500.5723,-0.1412,2.4937,5993.75,8115,9630.5,1700.9506,713.1671,0.79902,3.7945,1152,1641,2127.5,65.3552,35.0918,1.1994,5.1722,40,59,84,138.6196,52.248,1.1857,4.2362,100,126,163,0.52351,0.68108,0.1682
B5,DMSO,1,B5_tile_1_fused_tp_0,10,4179,1343.4977,3661.1667,1.1695,125.2173,145.7452,174.8083,8.1517,19.9844,0.91424,0.82545,0.58286,1.4201,0.63859,1208,21.4908,6,24.2223,18.5195,0,5309.9575,384.7613,-0.25111,2.9287,5066.25,5331,5579,5155.0073,684.5944,-0.86272,4.2148,4831.5,5309.5,5578,7753.2109,2347.3337,-0.19361,2.4442,6092.75,7941,9449.75,1816.6614,859.1106,0.51008,2.5676,1137,1699,2428,79.7396,51.329,1.596,6.1335,43,66,101,174.1184,94.6422,1.2513,4.4968,106,150,220.5,0.49899,0.69444,0.17624
B5,DMSO,1,B5_tile_1_fused_tp_0,11,3791,1269.2506,3281.3333,1.1886,161.7602,134.8394,179.4542,8.1928,19.3457,0.92015,0.70238,0.48313,1.687,0.56759,1280,28.01,7,27.7918,19.9293,0,4369.3223,490.1081,-0.61689,3.8819,4071,4405,4716,3975.321,1341.6248,-0.70183,2.1658,2981.5,4439.5,5044,6509.7622,2478.373,0.14718,2.4831,4458.25,6610,8265,1237.4343,378.1465,0.87308,4.0556,953,1177,1456.5,70.9462,35.7631,0.77913,3.9538,42,66,94,133.8188,50.9923,0.56477,2.82,92.5,127,169,0.50195,0.65803,0.15115
B5,DMSO,1,B5_tile_1_fused_tp_0,12,4820,1465.1621,4251.3333,1.1545,125.3116,114.2147,185.8678,8.4558,20.958,0.91967,0.95438,0.65369,1.2437,0.66894,1397,23.4498,8,26.9959,20.71,0,5043.9336,758.2491,-0.37313,3.6856,4554,5051,5566,5329.8618,1479.4368,-1.4334,4.0576,4902.5,5892,6294.25,7475.0615,2281.9788,-0.088921,2.7466,5998.5,7590,8999.5,1758.9448,762.1819,0.411,2.7814,1205.25,1723,2264.5,74.5929,38.271,0.79719,3.4518,44,68,99,155.4123,51.8508,0.24672,2.4896,116,153,193,0.53843,0.69231,0.18501
B5,DMSO,1,B5_tile_1_fused_tp_0,13,2558,978.0279,2171.8333,1.2059,145.5774,117.6306,188.4242,7.0684,16.9681,0.89849,0.86119,0.54215,1.4252,0.58258,897,22.8557,6,22.3871,18.9043,0,5535.0156,429.9858,-0.52803,4.2464,5255,5561,5821,5370.3735,838.2689,-1.456,5.4188,5064.5,5550,5911.5,7758.1104,2381.6345,-0.09034,2.5164,6113,7924.5,9347,1933.583,785.8533,0.96431,3.0835,1348.5,1668,2402.25,72.3917,32.3203,1.2992,5.8049,49,66,89,129.6901,39.078,0.62579,2.9872,99.75,122,158,0.4995,0.64894,0.17389
B5,DMSO,1,B5_tile_1_fused_tp_0,14,3032,1043.0715,2619.3333,1.1351,136.7879,134.2836,193.6896,7.2026,17.9574,0.92018,0.82892,0.6554,1.3474,0.71671,1003,24.3095,7,26.3961,19.5526,0,4814.3042,881.5153,-1.0976,4.477,4436,4940,5411,4582.7607,1625.9149,-1.0613,2.7323,3687.25,5281,5770.75,7105.9932,2507.7947,-0.12672,2.3262,5213.5,7358.5,8915,1594.6809,736.5953,0.84873,3.0107,1045,1391,2033.5,93.3133,40.5509,0.98257,3.9683,62,85.5,117,157.8355,54.3747,1.446,6.5778,124,149,181,0.51668,0.63539,0.15898
B5,DMSO,2,B5_tile_2_fused_tp_0,1,2493,960.531,2115.6667,1.2052,136.1043,122.6791,175.6314,7.063,16.8232,0.88782,0.95082,0.53238,1.3484,0.5458,950,26.7762,9,25.9477,19.3315,0,1643.2648,282.7167,-0.16677,3.0274,1466,1650,1843.25,1373.3074,610.301,-0.21661,1.711,743,1506,1910,2109.1118,739.2077,-0.071213,1.9758,1514.75,2137,2730,470.2968,249.6388,1.0303,2.8969,287,379,620,201.9795,121.5919,2.1856,10.2822,120,171,242,463.0737,341.4129,1.3746,4.0758,219,328.5,582,0.47719,0.65766,0.15064
B5,DMSO,2,B5_tile_2_fused_tp_0,2,2456,910.1571,2080,1.155,158.3302,143.3721,177.7647,6.7527,16.7395,0.91166,0.98273,0.67434,1.2069,0.68021,948,25.4717,7,25.2831,18.2829,0,1442.6229,237.7498,-0.0029186,3.982,1320.5,1441,1569,1444.9641,468.7024,-0.62419,2.5309,1153,1567.5,1799,2311.3164,769.0599,0.14228,2.5269,1711,2335.5,2847,539.8998,250.5171,0.89599,2.9649,350,460.5,697,134.0407,92.1724,2.3026,9.5622,77,104,154,290.0886,194.2723,1.3681,4.2426,145,228,372.5,0.52102,0.68675,0.1647
B5,DMSO,2,B5_tile_2_fused_tp_0,3,3201,1196.7143,2740.3333,1.2637,160.8166,125.4998,180.7079,7.7908,18.285,0.86211,0.84988,0.51651,1.4637,0.55842,1115,21.49,7,23.2013,18.2829,0,1947.3527,346.2832,0.11541,2.9323,1691,1934,2179,1723.0708,494.0248,-0.42767,2.6656,1423,1827,2069,3320.4136,1435.6094,0.95062,3.9359,2227.75,3049,4140.75,830.6287,317.9018,0.50661,2.4063,590.25,765,1061,296.9878,175.1278,1.3558,4.9834,164,240,392.25,484.6987,252.9262,1.5792,5.9188,311,424,579.75,0.48578,0.63855,0.20058
B5,DMSO,2,B5_tile_2_fused_tp_0,4,3502,1159.5534,3053.3333,1.1393,127.7707,144.7433,189.5814,7.5725,18.8411,0.93287,0.92418,0.65724,1.2647,0.68314,1078,26.5734,7,24.7735,18.0768,0,1720.6993,239.9788,-0.43689,3.6439,1563,1724,1899,1667.6632,537.9225,-1.0205,2.7225,1355,1883.5,2057,3303.8447,1156.7252,-0.10855,2.0247,2292,3420,4234,657.9611,242.4827,0.61849,2.7983,475,616.5,815,95.4557,68.0239,1.9591,7.7204,49,77,116,212.3933,138.1986,1.4621,4.6297,117,159,268,0.52211,0.67373,0.15273
B5,DMSO,2,B5_tile_2_fused_tp_0,5,2265,853.3764,1926.5,1.1398,143.8879,136.5576,189.6331,6.6075,16.2938,0.90891,0.68216,0.65188,1.4992,0.77504,852,11.1393,11,22.8504,16.3311,1,1683.2419,294.3381,0.17838,2.215,1446,1663,1919,2193.9424,211.9168,-0.33297,4.0318,2077,2202,2313,3124.5078,682.4469,0.091272,2.5486,2607.25,3139,3598.25,947.2265,266.7055,0.0094906,2.4946,749.5,951,1129.5,114.5104,62.3554,2.1345,10.3477,72,98,138,280.9965,126.0388,0.9547,3.12,179,243.5,361,0.56973,0.71303,0.23252
B5,DMSO,2,B5_tile_2_fused_tp_0,6,2819,1069.2937,2387.5,1.2378,162.0106,109.2182,195.2306,7.5615,17.5266,0.89663,0.8048,0.45616,1.5861,0.5055,1032,25.3772,6,23.6172,19.0212,0,1929.8776,354.8933,0.33618,2.6915,1643.25,1893,2182,1823.0688,756.0042,-0.63252,2.1889,1252,2080.5,2409,3072.8098,1231.3486,0.028353,1.9475,1961.75,3188,4073,526.2287,180.1979,0.45697,2.5222,385,497,655,171.381,136.0427,2.6209,12.7017,86.25,131,206,354.1483,340.3077,2.2877,8.463,158,231.5,388,0.52359,0.63862,0.13487
B5,DMSO,2,B5_tile_2_fused_tp_0,7,2156,881.3192,1809.6667,1.2272,127.4606,125.3024,192.7226,6.8951,16.0281,0.89312,0.79752,0.45305,1.5993,0.50408,833,22.63,8,23.41,17.4866,0,1934.4949,117.9387,-0.13026,3.1608,1856,1933,2018,1798.3698,331.2558,-1.5087,5.421,1706.75,1883,2003.25,2675.7866,895.9651,0.008733,2.1991,1940.5,2707,3377,640.0864,231.6701,0.13012,2.3262,476.5,625,809.25,162.0603,89.2554,1.7893,7.4207,100,138.5,198,387.3902,258.1955,1.9167,6.9407,217,299,457.5,0.49345,0.68343,0.18758
B5,DMSO,2,B5_tile_2_fused_tp_0,8,2496,1004.1009,2079.6667,1.2744,174.9183,130.8309,196.75,7.4472,16.8299,0.87242,0.6946,0.41833,1.7971,0.49372,951,26.1,8,25.812,17.9759,0,1346.3474,216.9581,0.60004,3.5723,1184,1332,1482.5,1343.9296,418.0473,-0.015895,2.6478,1082.25,1357,1635.75,2573.4402,905.0283,0.24207,2.3352,1828.5,2546,3243,628.1493,235.6559,0.54229,2.7191,436.25,602,782.75,214.0296,89.3558,1.2936,5.3666,146,193,262,382.7918,144.9839,1.6772,7.3133,281,353,449,0.50465,0.64652,0.19123
B5,DMSO,2,B5_tile_2_fused_tp_0,9,1359,630.8597,1092.8333,1.2295,143.3767,105.401,195.1104,5.9489,13.7427,0.89644,0.62098,0.48957,1.8009,0.60404,556,26.076,7,21.8983,9.6268,0,1188.4268,149.9752,0.31292,3.5582,1093,1178,1275.75,1095.34,416.7654,-0.56709,2.5021,862,1178,1381.5,2387.0125,845.1654,-0.24166,1.8758,1638.5,2507,3103.5,457.0791,197.1874,1.8573,10.7601,312.5,412.5,559,353.075,197.8456,1.9223,7.5285,215,298,422.75,734.1816,387.0316,1.6989,6.3484,498.5,648.5,840.5,0.5,0.68516,0.14129
B5,DMSO,2,B5_tile_2_fused_tp_0,10,759,413.6243,576,1.2355,134.8827,109.4743,193.1265,5.0319,11.3174,0.89189,0.5601,0.45138,1.9773,0.57865,334,25.8709,5,17.458,9.6268,0,1178.917,105.7797,0.40603,3.0922,1103,1171,1243,1153.3503,159.6874,-0.11801,2.6158,1035,1172,1262,2319.5652,759.9337,-0.1542,2.0753,1684.75,2409,2912,525.4102,273.2926,1.383,5.3778,326,445.5,661,348.6271,171.8738,1.8328,7.9319,223,312,422,766.1078,266.9517,1.0298,3.9195,566,720,897,0.50021,0.69767,0.15607
B5,DMSO,2,B5_tile_2_fused_tp_0,11,1939,772.3832,1623.6667,1.1562,143.7354,155.4848,193.3966,6.3116,15.4713,0.91204,0.74467,0.59301,1.4951,0.6798,809,25.6183,6,21.686,18.1514,0,1636.3275,114.8813,0.00070045,2.7015,1558,1633,1717,1577.6626,319.5406,-1.2409,3.872,1494,1663,1802.25,2401.2295,791.0755,-0.22412,2.1128,1781,2494,3013,546.293,242.7399,0.92757,3.252,357,480,705,141.5302,95.6767,1.6486,5.8559,75,117,173,326.4227,134.3567,0.68877,2.717,215,303,419.25,0.50455,0.72143,0.1614
B5,DMSO,2,B5_tile_2_fused_tp_0,12,2452,912.9496,2083.5,1.1573,165.3328,155.2969,195.9299,6.8051,16.7304,0.92285,0.89649,0.60401,1.3329,0.63698,932,29.6214,7,26.0804,20.42,0,1472.9376,162.1988,0.53842,3.5049,1360,1458,1570,1506.6266,371.26,-0.46481,3.1868,1300,1530.5,1759,2568.0791,1035.9993,-0.0019163,1.8606,1629,2615.5,3430.5,430.0011,160.5009,1.024,4.4109,320,404,508,125.6211,70.208,1.2995,4.7631,73,109,159,259.985,112.3682,0.99046,3.3468,176,228.5,323,0.51213,0.67704,0.1338
B5,DMSO,2,B5_tile_2_fused_tp_0,13,1205,532.4343,987,1.1106,147.361,123.3826,198.6365,5.1518,13.2027,0.91565,0.94185,0.83829,1.1235,0.86339,590,7.5762,13,22.6113,16.3311,1,590.3535,311.3506,1.7035,5.7923,384,474,696.25,910.0678,724.345,0.82959,2.1466,317,570.5,1530,2942.8647,1057.2161,0.54093,2.7919,2107.25,2874,3619,643.9865,202.0601,0.46911,3.1227,500,629,777,202.3112,94.9428,1.5189,5.2053,135,167,245.25,347.6644,270.5735,1.3017,3.9212,137,267,456,0.54619,0.61521,0.17956
B5,DMSO,2,B5_tile_2_fused_tp_0,14,1845,753.6589,1544.1667,1.1665,147.0585,144.3832,207.3675,6.2408,15.2171,0.88787,0.75958,0.58634,1.486,0.66646,744,16.7661,10,23.4037,16.8197,1,1781.309,136.93,0.89675,4.157,1684.75,1764,1859,1882.8347,217.412,0.53832,2.9264,1741,1840.5,1996.5,2671.4753,679.8239,-0.029229,2.3867,2135,2745,3165.25,739.1627,236.2838,0.43345,2.7387,564.5,717.5,888.5,255.6103,141.571,1.952,7.4347,160.75,212,298.25,488.3629,196.4564,0.96844,4.4646,324.5,473,608.5,0.51061,0.69051,0.20722
B5,DMSO,2,B5_tile_2_fused_tp_0,15,2540,931.0608,2176,1.1465,136.0299,114.4146,211.1697,6.8427,16.9282,0.91532,0.74294,0.63719,1.4491,0.73116,899,24.7219,8,25.1829,18.7424,0,1268.2629,243.135,-0.22084,2.862,1093,1267,1449,1323.9844,518.0697,-0.83661,2.3792,963.75,1528,1713.75,2267.5483,859.1276,-0.075366,1.8691,1529.5,2326,2994.5,453.455,203.6359,2.0173,11.5952,330,406,528.75,275.9122,164.779,1.8516,7.218,164,232,332,505.2325,324.0054,2.1546,9.4958,290,399,626.5,0.54669,0.63233,0.14861
B5,DMSO,2,B5_tile_2_fused_tp_0,16,3150,1076.0876,2720.3333,1.1419,169.394,141.326,210.2581,7.2993,18.1874,0.91331,0.80179,0.6621,1.3662,0.73493,997,26.2769,8,26.3936,17.9759,0,1909.6403,297.2426,0.47246,3.1591,1692,1879,2113,1866.6329,614.2107,-0.56619,2.4398,1481.75,2012,2308.25,2790.613,896.4598,-0.010361,2.2308,2073,2850,3444,613.7844,202.2304,0.65216,4.0018,471.75,597,736,111.6209,74.6252,2.6315,14.939,62,95,137,243.7523,105.6692,1.012,3.8816,168,221,299.5,0.51709,0.69937,0.17319
B5,DMSO,2,B5_tile_2_fused_tp_0,17,2537,950.3603,2147.8333,1.1805,162.5179,115.8806,213.8569,7.0045,16.9216,0.90446,0.90814,0.56399,1.3586,0.59114,923,25.8421,7,24.4925,19.7885,0,1308.8553,224.428,0.60535,3.6486,1149,1283,1449,1361.9133,486.8323,-0.26512,2.2745,1004,1454,1719.5,2255.6035,762.0709,-0.10869,1.9001,1610,2299,2904.5,475.7162,188.7186,0.5268,2.7813,319.25,455,607,174.5065,90.3433,2.1915,12.233,114,158,213,319.4648,129.1842,1.9462,7.684,237.25,284,360.75,0.53124,0.64253,0.16521
B5,DMSO,2,B5_tile_2_fused_tp_0,18,3376,1122.8272,2926.3333,1.1349,134.9559,149.4289,217.9017,7.4014,18.6124,0.91391,0.75179,0.73545,1.3448,0.83966,1100,30.7739,8,30.4469,16.8197,0,1754.439,292.1269,-0.21128,4.2999,1593.5,1733,1945,1636.1909,598.827,-0.66564,2.5607,1357,1744,2100.5,2110.0627,755.1671,-0.081601,2.2087,1475,2216,2662,417.0518,171.4697,1.1116,4.5631,290,384,507,218.92,123.5472,1.1,4.0403,120,187.5,291,354.2445,195.8693,1.025,3.939,191,313,470,0.50158,0.62537,0.14769
B5,DMSO,2,B5_tile_2_fused_tp_0,19,2880,1003.9518,2475.3333,1.1345,151.9726,131.7854,222.5924,7.0827,17.6522,0.91954,0.7833,0.65907,1.3866,0.73915,1016,25.0542,6,23.615,20.3629,0,1660.6619,201.1695,0.18221,3.647,1530,1656,1782,1716.9409,433.3968,-0.98039,3.4717,1528,1838.5,1997,2209.6902,742.1365,-0.15361,1.9128,1576,2267.5,2833.5,528.6693,173.8132,0.87435,3.3661,403,489,622.5,142.4792,57.0547,1.0958,4.7757,99,133,175,290.1713,107.6685,1.1261,4.4011,210,267,347,0.52611,0.6675,0.1774
B5,DMSO,3,B5_tile_3_fused_tp_0,1,3145,1112.4622,2698.1667,1.1869,134.9037,144.8932,212.7911,7.4327,18.1778,0.89703,0.81321,0.60382,1.4114,0.66602,951,35.5646,8,24.804,15.2078,0,728.2388,86.9486,-0.14302,4.2089,676,732,779,659.1577,163.9533,-0.71503,3.4822,577,688,761,4676.7324,1619.6465,-0.28625,2.0725,3377,4905,5964.25,950.1241,615.7023,2.4691,11.6208,563,780,1105,117.8639,101.6909,2.9456,16.0388,53,88,141,296.2524,180.5758,1.2697,4.4486,152.25,253,385.75,0.48451,0.74194,0.1372
B5,DMSO,3,B5_tile_3_fused_tp_0,2,1518,650.1352,1237.8333,1.1661,147.7497,152.8419,211.0375,5.7312,14.2591,0.88462,0.81647,0.68983,1.3278,0.75953,458,34.8865,7,24.2946,13.419,0,667.3663,79.0374,-0.23167,2.575,614,671,728,686.0415,79.4374,-0.86003,3.6784,644,700.5,742,3921.5105,1089.6741,-0.04666,2.5007,3249,3872.5,4739,950.7162,610.9948,2.466,9.9983,573,778,1073,79.2207,47.9874,2.165,10.2171,48,66,96,252.762,182.1738,2.0153,7.2824,135,185,294,0.51075,0.73705,0.16729
B5,DMSO,3,B5_tile_3_fused_tp_0,3,2158,818.8478,1833.5,1.1303,149.0765,120.5097,215.5083,6.4052,16.0331,0.91869,0.77791,0.6756,1.376,0.75999,821,32.4117,9,27.3351,17.9112,0,637.2076,94.2993,-1.2909,5.548,596,652,701,507.7625,173.8888,-0.10075,3.2905,428.75,514,588.5,3667.4375,1535.0316,0.12438,2.2188,2421,3702.5,4788,620.0402,337.9538,1.2585,4.2881,372,524,795.5,181.6325,137.8176,1.6503,5.6695,85,129,237,306.1559,177.3705,1.1938,4.7181,160,265,413.25,0.44082,0.67259,0.12398
B5,DMSO,3,B5_tile_3_fused_tp_0,4,2124,922.2321,1734.5,1.321,149.4948,137.8418,220.0066,7.0818,15.9485,0.8887,0.90935,0.42467,1.4992,0.44483,909,22.5874,10,22.3525,17.5639,1,560.7961,69.63,0.4431,2.9815,511,554,607,485.5732,86.6507,1.0369,4.3616,421,471,532,4095.9863,1033.8781,0.60462,3.3248,3364,3970.5,4706,1207.6567,447.6093,0.33385,2.2225,825.75,1170,1546.5,85.7123,49.1299,2.5183,12.1694,56,71,101,269.516,248.8109,2.0472,7.1354,112,170,313.5,0.45951,0.70539,0.2276
B5,DMSO,3,B5_tile_3_fused_tp_0,5,33,34.827,13.3333,1.2808,133.2424,167,214.9091,1.782,3.9796,0.91667,0.55381,0.47677,1.9407,0.61368,90,44.6093,10,36.6847,20.6374,0,762.9394,55.3968,0.077281,1.8813,708.25,768,801.5,664.7667,56.9788,-1.1055,4.3973,638,671.5,708,497.3333,124.8578,0.24716,1.7916,394.5,485,613.75,180.7111,85.1872,0.98138,3.8056,119,151.5,233,119.2121,23.5063,0.97033,4.1513,102,117,127,171.5889,71.6408,2.0228,6.4539,131,147.5,178,0.46648,0.55766,0.23802
B5,DMSO,3,B5_tile_3_fused_tp_0,6,2329,890.7614,1983.1667,1.1669,168.5857,123.7514,225.453,6.8778,16.4459,0.90341,0.66303,0.55243,1.6455,0.66437,852,26.6247,10,25.8665,18.4321,0,861.0988,70.5626,0.19817,2.9917,811,859,907,866.6291,114.1012,0.19545,3.788,798,861,934,3632.1116,1245.1094,-0.064999,2.1587,2672.25,3648,4614.5,854.1995,426.597,0.6689,2.6129,497.5,759.5,1176.5,145.1554,90.9148,2.0785,8.2864,86,115,170,342.2066,192.4172,1.0523,3.9996,178.5,315,443.5,0.50058,0.73256,0.17232
B5,DMSO,3,B5_tile_3_fused_tp_0,7,2079,817.2864,1747.8333,1.1647,175.9,152.4848,226.2294,6.5359,15.835,0.91586,0.7136,0.55964,1.5708,0.65317,807,30.6786,11,30.3049,17.1112,0,610.5844,96.8533,-0.64264,3.6207,554,622,679,467.2924,142.2299,-0.70041,2.8741,405,496,558,3119.8489,1320.2023,0.1046,1.997,1991,3157,4163.75,573.6815,330.0895,2.0735,7.9629,370.25,472,635,95.8158,55.5179,1.7248,6.6757,59,81,117,198.1462,98.8535,0.8953,3.0831,120,166,262.5,0.44365,0.67206,0.13006
B5,DMSO,3,B5_tile_3_fused_tp_0,8,3204,1112.3414,2766.3333,1.1672,149.4526,155.3845,224.103,7.3813,18.2907,0.9033,0.84342,0.65682,1.3331,0.71261,954,25.2352,13,26.2645,13.419,1,772.47,105.7035,0.2287,2.5405,690,769,849,840.5032,183.3664,0.2458,2.0778,675,842,974,4839.5117,1387.2726,-0.069281,2.6284,3885,4882.5,5815.5,1259.3354,598.9959,0.4957,3.0353,758,1237,1676,162.0022,143.2836,1.8106,6.2707,65,104,206.5,408.6855,223.9626,0.31366,2.2007,198,403.5,584,0.52266,0.79507,0.20214
B5,DMSO,3,B5_tile_3_fused_tp_0,9,2939,1044.7692,2520,1.1666,134.6111,111.5077,231.8425,7.2795,17.7719,0.8974,0.72464,0.6257,1.4811,0.7256,981,34.5726,8,29.0162,18.6287,0,964.1664,94.5377,-0.039936,2.8676,901,965,1029,842.6891,194.6814,-1.0441,4.2648,733.5,880,981.25,3880.9514,1576.2223,0.25827,2.5614,2682.5,3850,4986.5,755.3864,395.8636,0.78934,2.9913,430.75,672,1022.5,118.5512,78.4812,1.638,6.8504,62.25,96,155,243.37,138.724,1.4068,4.8959,137,205,303,0.47696,0.68106,0.14861
B5,DMSO,3,B5_tile_3_fused_tp_0,10,2167,837.1929,1833.8333,1.1555,165.7079,139.4573,234.6608,6.5191,16.0554,0.91939,0.79803,0.62158,1.4088,0.6914,835,14.0855,11,22.3893,17.3222,1,912.2349,72.3225,0.0094259,2.8542,864,913,962,826.4443,93.445,-0.49144,3.2816,771.5,836,889,4231.2661,955.3307,-0.0058003,2.2826,3512.75,4253,4935.75,1259.0443,393.4859,0.77411,3.2898,981.25,1180,1462.25,137.0448,74.5671,2.1738,9.6129,88,116,161,356.5102,205.2931,1.3891,4.1896,211,289,426,0.47799,0.71358,0.21719
